designer,perfume_count,average_rating,min_rating,max_rating
lvnea perfumes and colognes,3,4.13,3.75,4.5
sonoma scent studio perfumes and colognes,1,4.13,4.13,4.13
nissaba perfumes and colognes,1,4.13,4.13,4.13
abdes salaam attars perfumes perfumes and colognes,3,4.13,4.0,4.22
bejar perfumes and colognes,1,4.13,4.13,4.13
lacoste fragrances perfumes and colognes,1,4.13,4.13,4.13
etro perfumes and colognes,1,4.13,4.13,4.13
b&b cosmetics perfumes and colognes,1,4.13,4.13,4.13
tom ford perfumes and colognes,6,4.13,4.0,4.26
profumum roma perfumes and colognes,1,4.13,4.13,4.13
henry jacques perfumes and colognes,5,4.128,3.5,4.4
maison francis kurkdjian perfumes and colognes,4,4.1274999999999995,4.1,4.17
bronnley perfumes and colognes,2,4.125,3.89,4.36
giorgio armani perfumes and colognes,8,4.12125,3.79,4.38
masque milano perfumes and colognes,1,4.12,4.12,4.12
the house of oud perfumes and colognes,1,4.12,4.12,4.12
i coloniali perfumes and colognes,1,4.12,4.12,4.12
svensk parfym perfumes and colognes,1,4.12,4.12,4.12
niki de saint phalle perfumes and colognes,1,4.12,4.12,4.12
otto kern perfumes and colognes,2,4.12,4.0,4.24
jehanne rigaud parfums perfumes and colognes,1,4.12,4.12,4.12
jar parfums perfumes and colognes,1,4.12,4.12,4.12
skandinavisk perfumes and colognes,1,4.12,4.12,4.12
f1 parfums perfumes and colognes,1,4.12,4.12,4.12
atelier materi perfumes and colognes,1,4.12,4.12,4.12
trish mcevoy perfumes and colognes,1,4.12,4.12,4.12
thin wild mercury perfumes and colognes,1,4.12,4.12,4.12
addison rae perfumes and colognes,1,4.12,4.12,4.12
salvatore ferragamo perfumes and colognes,4,4.12,3.9,4.38
ramon molvizar perfumes and colognes,1,4.12,4.12,4.12
sukimuki perfumes and colognes,2,4.115,3.83,4.4
la closerie des parfums perfumes and colognes,1,4.11,4.11,4.11
jupilò perfumes and colognes,1,4.11,4.11,4.11
arno sorel perfumes and colognes,2,4.11,3.72,4.5
hollister perfumes and colognes,1,4.11,4.11,4.11
mille centum parfums perfumes and colognes,1,4.11,4.11,4.11
bebe perfumes and colognes,1,4.11,4.11,4.11
tova beverly hills perfumes and colognes,1,4.11,4.11,4.11
parfum satori perfumes and colognes,1,4.11,4.11,4.11
solstice scents perfumes and colognes,4,4.11,3.81,4.36
cofinluxe perfumes and colognes,1,4.11,4.11,4.11
phebo perfumes and colognes,2,4.109999999999999,4.09,4.13
annayake perfumes and colognes,3,4.1066666666666665,3.96,4.33
attar al has perfumes and colognes,2,4.105,3.88,4.33
renee perfumes and colognes,1,4.1,4.1,4.1
a lab on fire perfumes and colognes,2,4.1,3.9,4.3
essence de roumanie perfumes and colognes,1,4.1,4.1,4.1
diana vreeland perfumes and colognes,1,4.1,4.1,4.1
bon parfumeur perfumes and colognes,1,4.1,4.1,4.1
masaki matsushima perfumes and colognes,1,4.1,4.1,4.1
tartine et chocolat perfumes and colognes,1,4.1,4.1,4.1
ach. brito perfumes and colognes,1,4.1,4.1,4.1
geo. f. trumper perfumes and colognes,2,4.1,3.9,4.3
hanae mori perfumes and colognes,1,4.1,4.1,4.1
harley davidson perfumes and colognes,1,4.1,4.1,4.1
detaille perfumes and colognes,1,4.1,4.1,4.1
baug sons perfumes and colognes,1,4.1,4.1,4.1
volnay perfumes and colognes,1,4.1,4.1,4.1
korres perfumes and colognes,6,4.095,3.9,4.34
puma perfumes and colognes,3,4.093333333333334,3.96,4.32
mary chess perfumes and colognes,1,4.09,4.09,4.09
jacoglu perfumes and colognes,1,4.09,4.09,4.09
hayari parfums perfumes and colognes,1,4.09,4.09,4.09
maison trudon perfumes and colognes,1,4.09,4.09,4.09
rihanna perfumes and colognes,1,4.09,4.09,4.09
women secret perfumes and colognes,3,4.09,3.83,4.5
afnan perfumes and colognes,3,4.083333333333333,3.89,4.26
tru fragrances perfumes and colognes,3,4.083333333333333,3.5,5.0
le monde gourmand perfumes and colognes,4,4.0825,3.74,4.5
project 1945 perfumes and colognes,1,4.08,4.08,4.08
von eusersdorff perfumes and colognes,1,4.08,4.08,4.08
bésame cosmetics perfumes and colognes,1,4.08,4.08,4.08
succes de paris perfumes and colognes,1,4.08,4.08,4.08
bourjois perfumes and colognes,1,4.08,4.08,4.08
fleur de point perfumes and colognes,1,4.08,4.08,4.08
ex nihilo perfumes and colognes,1,4.08,4.08,4.08
blackbird perfumes and colognes,1,4.08,4.08,4.08
moresque perfumes and colognes,1,4.08,4.08,4.08
richard lüscher britos perfumes and colognes,1,4.08,4.08,4.08
jaguar perfumes and colognes,1,4.08,4.08,4.08
arte profumi perfumes and colognes,1,4.08,4.08,4.08
puccini paris perfumes and colognes,1,4.08,4.08,4.08
almah parfums 1948 perfumes and colognes,2,4.075,3.67,4.48
arabian oud perfumes and colognes,7,4.074285714285714,3.33,4.56
parfums berdoues perfumes and colognes,6,4.073333333333333,3.76,4.43
empire fragrance perfumes and colognes,1,4.07,4.07,4.07
reminiscence perfumes and colognes,1,4.07,4.07,4.07
mario valentino perfumes and colognes,1,4.07,4.07,4.07
rastro perfumes and colognes,1,4.07,4.07,4.07
atelier flou perfumes and colognes,1,4.07,4.07,4.07
rouge bunny rouge perfumes and colognes,1,4.07,4.07,4.07
slumberhouse perfumes and colognes,1,4.07,4.07,4.07
mendittorosa perfumes and colognes,2,4.07,4.06,4.08
selena gomez perfumes and colognes,1,4.07,4.07,4.07
lorenzo villoresi perfumes and colognes,1,4.07,4.07,4.07
c.o.bigelow perfumes and colognes,2,4.07,4.0,4.14
fragonard perfumes and colognes,4,4.0675,3.83,4.22
zara perfumes and colognes,32,4.0653125,3.63,4.52
lomani perfumes and colognes,2,4.0649999999999995,3.86,4.27
west third brand perfumes and colognes,2,4.0649999999999995,3.8,4.33
eudora perfumes and colognes,5,4.064,4.0,4.24
abercrombie & fitch perfumes and colognes,4,4.0600000000000005,3.72,4.29
ostens perfumes and colognes,1,4.06,4.06,4.06
halston perfumes and colognes,1,4.06,4.06,4.06
frassai perfumes and colognes,1,4.06,4.06,4.06
rogue perfumery perfumes and colognes,1,4.06,4.06,4.06
lollia perfumes and colognes,1,4.06,4.06,4.06
comme des garcons perfumes and colognes,1,4.06,4.06,4.06
el ganso perfumes and colognes,1,4.06,4.06,4.06
aroma m perfumes and colognes,1,4.06,4.06,4.06
house of bō perfumes and colognes,1,4.06,4.06,4.06
diptyque perfumes and colognes,1,4.06,4.06,4.06
shiseido perfumes and colognes,3,4.056666666666667,3.9,4.18
valentino perfumes and colognes,2,4.055,4.02,4.09
hugo boss perfumes and colognes,6,4.055,3.74,4.31
victoria's secret perfumes and colognes,18,4.0505555555555555,3.5,4.5
o.u.i original unique individual perfumes and colognes,1,4.05,4.05,4.05
scotch & soda perfumes and colognes,1,4.05,4.05,4.05
a13 perfumes and colognes,1,4.05,4.05,4.05
john varvatos perfumes and colognes,1,4.05,4.05,4.05
yves saint laurent perfumes and colognes,6,4.05,3.68,4.68
les abstraits perfumes and colognes,1,4.05,4.05,4.05
tokyo milk parfumerie curiosite perfumes and colognes,1,4.05,4.05,4.05
rochas perfumes and colognes,4,4.047499999999999,3.57,4.43
rasasi perfumes and colognes,16,4.04625,3.53,5.0
el nabil perfumes and colognes,7,4.045714285714285,3.5,4.5
miller harris perfumes and colognes,2,4.045,3.98,4.11
jean patou perfumes and colognes,2,4.045,3.73,4.36
natura perfumes and colognes,18,4.045,3.59,4.52
love & toast perfumes and colognes,2,4.045,4.02,4.07
kajal perfumes and colognes,2,4.045,3.91,4.18
miss kay perfumes and colognes,2,4.045,3.8,4.29
dsh perfumes perfumes and colognes,12,4.0408333333333335,3.0,4.75
mary kay perfumes and colognes,5,4.04,3.73,4.27
parfums ciro perfumes and colognes,1,4.04,4.04,4.04
grace de monaco perfumes and colognes,1,4.04,4.04,4.04
dr. vranjes firenze perfumes and colognes,2,4.04,3.75,4.33
grossmith perfumes and colognes,1,4.04,4.04,4.04
kuumba made perfumes and colognes,2,4.04,4.0,4.08
carolina herrera perfumes and colognes,7,4.038571428571428,3.93,4.17
arrogance perfumes and colognes,2,4.035,3.6,4.47
mistral perfumes and colognes,2,4.035,4.0,4.07
guerlain perfumes and colognes,10,4.035,3.33,4.71
carthusia perfumes and colognes,2,4.035,3.95,4.12
burberry perfumes and colognes,3,4.033333333333334,3.99,4.07
montana perfumes and colognes,3,4.033333333333333,3.88,4.2
michael malul london perfumes and colognes,2,4.03,3.6,4.46
l'erbolario perfumes and colognes,2,4.03,3.87,4.19
braccialini perfumes and colognes,1,4.03,4.03,4.03
proraso perfumes and colognes,1,4.03,4.03,4.03
escada perfumes and colognes,1,4.03,4.03,4.03
narciso rodriguez perfumes and colognes,2,4.029999999999999,3.96,4.1
january scent project perfumes and colognes,2,4.029999999999999,3.92,4.14
l'artisan parfumeur perfumes and colognes,5,4.0280000000000005,3.29,4.5
by kilian perfumes and colognes,3,4.026666666666667,3.88,4.23
farmacia ss. annunziata perfumes and colognes,2,4.025,3.96,4.09
al haramain perfumes perfumes and colognes,11,4.0227272727272725,3.5,4.35
making of cannes perfumes and colognes,1,4.02,4.02,4.02
boadicea the victorious perfumes and colognes,4,4.02,3.64,4.3
rituals perfumes and colognes,3,4.02,3.86,4.17
officina delle essenze perfumes and colognes,1,4.02,4.02,4.02
body fantasies perfumes and colognes,3,4.016666666666667,3.8,4.15
penhaligon's perfumes and colognes,3,4.01,3.68,4.25
parfume de vanille perfumes and colognes,1,4.01,4.01,4.01
ariana grande perfumes and colognes,1,4.01,4.01,4.01
so...? perfumes and colognes,4,4.01,3.8,4.33
the dua brand perfumes and colognes,20,4.01,2.92,5.0
voyages imaginaires perfumes and colognes,1,4.01,4.01,4.01
designers,1,4.01,4.01,4.01
monotheme venezia perfumes and colognes,5,4.008,3.9,4.17
keiko mecheri perfumes and colognes,4,4.0075,3.85,4.14
jo malone london perfumes and colognes,8,4.00625,3.78,4.27
voronoi perfumes and colognes,2,4.005,3.94,4.07
chanel perfumes and colognes,7,4.001428571428571,3.5,4.36
neandertal perfumes and colognes,1,4.0,4.0,4.0
barum parfum perfumes and colognes,1,4.0,4.0,4.0
betty boop perfumes and colognes,1,4.0,4.0,4.0
begim perfumes and colognes,1,4.0,4.0,4.0
vtxbts perfumes and colognes,1,4.0,4.0,4.0
nemat international perfumes and colognes,1,4.0,4.0,4.0
betty barclay perfumes and colognes,1,4.0,4.0,4.0
sweet essentials perfumes and colognes,1,4.0,4.0,4.0
the lab room perfumes and colognes,1,4.0,4.0,4.0
bahoma london perfumes and colognes,1,4.0,4.0,4.0
miglot perfumes and colognes,1,4.0,4.0,4.0
risingwave perfumes and colognes,1,4.0,4.0,4.0
museum parfums perfumes and colognes,1,4.0,4.0,4.0
alchimista perfumes and colognes,1,4.0,4.0,4.0
muelhens perfumes and colognes,1,4.0,4.0,4.0
alan bray perfumes and colognes,1,4.0,4.0,4.0
metascent perfumes and colognes,1,4.0,4.0,4.0
springfield perfumes and colognes,1,4.0,4.0,4.0
agua de baleares perfumes and colognes,1,4.0,4.0,4.0
agar aura perfumes and colognes,2,4.0,4.0,4.0
reserved perfumes and colognes,2,4.0,4.0,4.0
agallocha perfumes and colognes,1,4.0,4.0,4.0
aer scents perfumes and colognes,1,4.0,4.0,4.0
miss selfridge perfumes and colognes,1,4.0,4.0,4.0
acqua di montisola perfumes and colognes,1,4.0,4.0,4.0
acqua ai fiori di spello perfumes and colognes,1,4.0,4.0,4.0
rosemary perfumes and colognes,1,4.0,4.0,4.0
sorvella perfume perfumes and colognes,1,4.0,4.0,4.0
a wing & a prayer perfumes perfumes and colognes,1,4.0,4.0,4.0
matca perfumes and colognes,1,4.0,4.0,4.0
aman perfumes and colognes,1,4.0,4.0,4.0
babylon berlin perfumes and colognes,1,4.0,4.0,4.0
naomi campbell perfumes and colognes,1,4.0,4.0,4.0
b.ates perfumes and colognes,1,4.0,4.0,4.0
aubusson perfumes and colognes,1,4.0,4.0,4.0
lurk perfumes and colognes,1,4.0,4.0,4.0
attar. alma de perfume perfumes and colognes,1,4.0,4.0,4.0
atelier ulric fragrances perfumes and colognes,1,4.0,4.0,4.0
stéphanie de bruijn - parfum sur mesure perfumes and colognes,1,4.0,4.0,4.0
strega del castello perfumes and colognes,1,4.0,4.0,4.0
re classified re调香室 perfumes and colognes,1,4.0,4.0,4.0
wit & west perfumes and colognes,1,4.0,4.0,4.0
step aboard perfumes and colognes,1,4.0,4.0,4.0
redwood alchemy perfumes and colognes,1,4.0,4.0,4.0
arabesque perfumes and colognes,1,4.0,4.0,4.0
aquaflor firenze perfumes and colognes,2,4.0,4.0,4.0
lanvin perfumes and colognes,3,4.0,3.77,4.25
worth perfumes and colognes,1,4.0,4.0,4.0
xponential boost perfumes and colognes,1,4.0,4.0,4.0
yanfroloff perfumes and colognes,2,4.0,4.0,4.0
marc joseph perfumes and colognes,1,4.0,4.0,4.0
world of jass perfumes and colognes,1,4.0,4.0,4.0
chiara boni perfumes and colognes,1,4.0,4.0,4.0
land of aahs perfumes and colognes,1,4.0,4.0,4.0
tonelli perfumes and colognes,1,4.0,4.0,4.0
pell wall perfumes perfumes and colognes,1,4.0,4.0,4.0
edward bess perfumes and colognes,1,4.0,4.0,4.0
perfumebox perfumes and colognes,1,4.0,4.0,4.0
jan barba perfumes and colognes,1,4.0,4.0,4.0
jardin de france perfumes and colognes,1,4.0,4.0,4.0
doctor sweet tooth perfumes and colognes,1,4.0,4.0,4.0
disney perfumes and colognes,1,4.0,4.0,4.0
di ser perfumes and colognes,1,4.0,4.0,4.0
jeremy lin perfumes and colognes,1,4.0,4.0,4.0
buvard.parfums perfumes and colognes,1,4.0,4.0,4.0
peter andre perfumes and colognes,1,4.0,4.0,4.0
trussardi perfumes and colognes,4,4.0,3.88,4.18
joanne bassett perfumes and colognes,2,4.0,3.33,4.67
johan b perfumes and colognes,2,4.0,4.0,4.0
nou perfumes and colognes,1,4.0,4.0,4.0
un monde nouveau perfumes and colognes,1,4.0,4.0,4.0
curionoir perfumes and colognes,1,4.0,4.0,4.0
crazylibellule and the poppies perfumes and colognes,1,4.0,4.0,4.0
courrèges perfumes and colognes,1,4.0,4.0,4.0
judith muller perfumes and colognes,1,4.0,4.0,4.0
judith williams perfumes and colognes,1,4.0,4.0,4.0
jacques battini perfumes and colognes,4,4.0,3.0,5.0
infinite she perfumes and colognes,1,4.0,4.0,4.0
julian rouas perfumes and colognes,1,4.0,4.0,4.0
inestasy perfumes and colognes,1,4.0,4.0,4.0
gilles cantuel perfumes and colognes,1,4.0,4.0,4.0
the master perfumer perfumes and colognes,1,4.0,4.0,4.0
george gina & lucy perfumes and colognes,1,4.0,4.0,4.0
ourige since douro perfumes and colognes,1,4.0,4.0,4.0
gallup perfume perfumes and colognes,1,4.0,4.0,4.0
hamidi oud & perfumes perfumes and colognes,4,4.0,3.0,5.0
the royal perfume perfumes and colognes,1,4.0,4.0,4.0
frederic haldimann perfumes and colognes,1,4.0,4.0,4.0
frais monde perfumes and colognes,1,4.0,4.0,4.0
henry rose perfumes and colognes,1,4.0,4.0,4.0
theme perfumes and colognes,1,4.0,4.0,4.0
thom browne perfumes and colognes,1,4.0,4.0,4.0
flora pura perfumes and colognes,1,4.0,4.0,4.0
orsay perfumes and colognes,1,4.0,4.0,4.0
thompson ferrier perfumes and colognes,1,4.0,4.0,4.0
honorine perfumes and colognes,1,4.0,4.0,4.0
farmasi perfumes and colognes,1,4.0,4.0,4.0
eyüp sabri tuncer perfumes and colognes,1,4.0,4.0,4.0
i profumi del marmo perfumes and colognes,1,4.0,4.0,4.0
evoy perfumes and colognes,1,4.0,4.0,4.0
esme rene perfumes and colognes,1,4.0,4.0,4.0
untitled perfumes and colognes,1,4.0,4.0,4.0
des filles a la vanille perfumes and colognes,1,4.0,4.0,4.0
contradictions in ilk perfumes and colognes,1,4.0,4.0,4.0
coastal carolina perfumes and colognes,1,4.0,4.0,4.0
khayali perfumes and colognes,1,4.0,4.0,4.0
pink mahoghany fragrances perfumes and colognes,1,4.0,4.0,4.0
kiotis perfumes and colognes,1,4.0,4.0,4.0
city perfumes and colognes,1,4.0,4.0,4.0
kpk parfum perfumes and colognes,1,4.0,4.0,4.0
kreolfleurage parfums perfumes and colognes,1,4.0,4.0,4.0
versailles perfumes and colognes,1,4.0,4.0,4.0
christian riese lassen perfumes and colognes,1,4.0,4.0,4.0
samouraï perfumes and colognes,1,4.0,4.0,4.0
l'amande perfumes and colognes,1,4.0,4.0,4.0
chevignon perfumes and colognes,1,4.0,4.0,4.0
sylvie de france perfumes and colognes,1,4.0,4.0,4.0
precious liquid perfumes and colognes,1,4.0,4.0,4.0
castelbajac perfumes and colognes,2,4.0,3.33,4.67
la fann perfumes and colognes,1,4.0,4.0,4.0
night de paris perfumes and colognes,1,4.0,4.0,4.0
carine roitfeld perfumes and colognes,1,4.0,4.0,4.0
café forgot perfumes and colognes,1,4.0,4.0,4.0
nicole miller perfumes and colognes,1,4.0,4.0,4.0
caesars world perfumes and colognes,1,4.0,4.0,4.0
next memory perfumes and colognes,1,4.0,4.0,4.0
tania bulhões perfumes and colognes,1,4.0,4.0,4.0
royal hawaiian perfumes and colognes,1,4.0,4.0,4.0
karen low perfumes and colognes,1,4.0,4.0,4.0
teatro fragranze uniche perfumes and colognes,1,4.0,4.0,4.0
valeria garcía perfumes and colognes,1,4.0,4.0,4.0
colabo perfumes and colognes,1,4.0,4.0,4.0
kaviar gauche perfumes and colognes,1,4.0,4.0,4.0
just scent perfumes and colognes,2,4.0,3.0,5.0
o boticário perfumes and colognes,11,3.9990909090909095,2.67,4.83
dorin perfumes and colognes,4,3.9974999999999996,3.8,4.14
the merchant of venice perfumes and colognes,5,3.996,3.64,4.23
yanbal perfumes and colognes,2,3.995,3.88,4.11
dame perfumery perfumes and colognes,2,3.99,3.81,4.17
j-scent perfumes and colognes,1,3.99,3.99,3.99
lorenzo pazzaglia perfumes and colognes,1,3.99,3.99,3.99
marks & spencer perfumes and colognes,3,3.986666666666667,3.82,4.07
axis perfumes and colognes,3,3.986666666666667,3.67,4.29
elizabeth arden perfumes and colognes,2,3.985,3.96,4.01
alkemia perfumes perfumes and colognes,15,3.9833333333333334,3.0,4.45
alex simone perfumes and colognes,1,3.98,3.98,3.98
the gate fragrances paris perfumes and colognes,1,3.98,3.98,3.98
battistoni perfumes and colognes,2,3.98,3.96,4.0
clean perfumes and colognes,4,3.98,3.83,4.26
moncler perfumes and colognes,1,3.98,3.98,3.98
lancaster perfumes and colognes,1,3.98,3.98,3.98
terry de gunzburg perfumes and colognes,1,3.98,3.98,3.98
in the box perfumes and colognes,2,3.98,3.91,4.05
karl lagerfeld perfumes and colognes,4,3.9724999999999997,3.8,4.42
paris elysees perfumes and colognes,7,3.9714285714285715,3.33,4.5
esprit perfumes and colognes,2,3.97,3.87,4.07
la maison de la vanille perfumes and colognes,1,3.97,3.97,3.97
fragrenza perfumes and colognes,2,3.97,3.5,4.44
bdk parfums perfumes and colognes,1,3.97,3.97,3.97
black phoenix alchemy lab perfumes and colognes,6,3.9683333333333337,3.19,4.67
marc jacobs perfumes and colognes,6,3.965,3.85,4.15
roccobarocco perfumes and colognes,3,3.9633333333333334,3.89,4.0
tiziana terenzi perfumes and colognes,6,3.9616666666666664,3.65,4.5
cindy crawford perfumes and colognes,1,3.96,3.96,3.96
coty perfumes and colognes,1,3.96,3.96,3.96
sarantis perfumes and colognes,2,3.96,3.85,4.07
the fragrance kitchen perfumes and colognes,3,3.956666666666667,3.75,4.12
fzotic perfumes and colognes,3,3.956666666666667,3.33,4.32
cuba paris perfumes and colognes,4,3.955,3.67,4.22
paris hilton perfumes and colognes,2,3.955,3.9,4.01
armaf perfumes and colognes,8,3.95375,3.7,4.18
aftelier perfumes and colognes,3,3.953333333333333,3.86,4.0
jil sander perfumes and colognes,4,3.9525,3.89,4.03
swiss arabian perfumes and colognes,11,3.9518181818181817,2.8,5.0
dolce&gabbana perfumes and colognes,2,3.95,3.92,3.98
jmp artisan perfumes perfumes and colognes,1,3.95,3.95,3.95
baruti perfumes and colognes,1,3.95,3.95,3.95
i profumi di firenze perfumes and colognes,6,3.9499999999999997,3.71,4.5
marbert perfumes and colognes,3,3.9499999999999997,3.67,4.38
h&m perfumes and colognes,3,3.9499999999999997,3.83,4.17
estée lauder perfumes and colognes,8,3.9475000000000002,3.62,4.16
elle perfumes and colognes,2,3.9450000000000003,3.86,4.03
dans un jardin perfumes and colognes,3,3.9433333333333334,3.33,4.5
delle grazie perfumes and colognes,1,3.94,3.94,3.94
jennifer aniston perfumes and colognes,1,3.94,3.94,3.94
todd oldham perfumes and colognes,1,3.94,3.94,3.94
maurer & wirtz perfumes and colognes,1,3.94,3.94,3.94
in astra perfumes and colognes,1,3.94,3.94,3.94
the healing garden perfumes and colognes,1,3.94,3.94,3.94
chopard perfumes and colognes,3,3.94,3.68,4.14
panouge perfumes and colognes,4,3.9375,3.69,4.25
frederic malle perfumes and colognes,4,3.9350000000000005,3.73,4.11
jovoy paris perfumes and colognes,2,3.935,3.89,3.98
donna karan perfumes and colognes,2,3.935,3.84,4.03
jovan perfumes and colognes,2,3.935,3.88,3.99
nakuna helsinki perfumes and colognes,2,3.9349999999999996,3.82,4.05
